calib_level,common_name,dataRights,dataURI,dataproduct_type,description,filters,inst_family,obsID,obs_collection,obs_id,parent_obsid,productDocumentationURL,productFilename,productGroupDescription,productSubGroupDescription,productType,project,proposal_id,prvversion,size,type
3,NGC 3783,PUBLIC,mast:HST/product/lbgu19020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24842882,HST,lbgu19020,24842882,,lbgu19020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12212,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lbgu19vfq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24140871,HST,lbgu19vfq,24842885,,lbgu19vfq_x1d.fits,,X1D,SCIENCE,CALCOS,12212,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lbgu19050_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24842885,HST,lbgu19050,24842885,,lbgu19050_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12212,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lbgu19vaq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24140869,HST,lbgu19vaq,24842883,,lbgu19vaq_x1d.fits,,X1D,SCIENCE,CALCOS,12212,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lbgu19030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24842883,HST,lbgu19030,24842883,,lbgu19030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12212,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lbgu19vdq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24140870,HST,lbgu19vdq,24842884,,lbgu19vdq_x1d.fits,,X1D,SCIENCE,CALCOS,12212,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lbgu19040_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24842884,HST,lbgu19040,24842884,,lbgu19040_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12212,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lbgu19vhq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24140872,HST,lbgu19vhq,24842886,,lbgu19vhq_x1d.fits,,X1D,SCIENCE,CALCOS,12212,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lbgu19060_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24842886,HST,lbgu19060,24842886,,lbgu19060_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12212,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lbgu19vjq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24140873,HST,lbgu19vjq,24842887,,lbgu19vjq_x1d.fits,,X1D,SCIENCE,CALCOS,12212,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lbgu19070_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24842887,HST,lbgu19070,24842887,,lbgu19070_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12212,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lc3x01b9q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24148098,HST,lc3x01b9q,24845221,,lc3x01b9q_x1d.fits,,X1D,SCIENCE,CALCOS,13115,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lc3x01010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24845221,HST,lc3x01010,24845221,,lc3x01010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,13115,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lc3x01blq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24148104,HST,lc3x01blq,24845227,,lc3x01blq_x1d.fits,,X1D,SCIENCE,CALCOS,13115,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lc3x01070_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24845227,HST,lc3x01070,24845227,,lc3x01070_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,13115,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lc3x01bdq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24148100,HST,lc3x01bdq,24845223,,lc3x01bdq_x1d.fits,,X1D,SCIENCE,CALCOS,13115,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lc3x01030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24845223,HST,lc3x01030,24845223,,lc3x01030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,13115,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lc3x01bfq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24148101,HST,lc3x01bfq,24845224,,lc3x01bfq_x1d.fits,,X1D,SCIENCE,CALCOS,13115,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lc3x01040_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24845224,HST,lc3x01040,24845224,,lc3x01040_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,13115,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lc3x01bjq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24148103,HST,lc3x01bjq,24845226,,lc3x01bjq_x1d.fits,,X1D,SCIENCE,CALCOS,13115,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lc3x01060_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24845226,HST,lc3x01060,24845226,,lc3x01060_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,13115,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lf3701bgq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,221761235,HST,lf3701bgq,221761242,,lf3701bgq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lf3701010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,221761242,HST,lf3701010,221761242,,lf3701010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17273,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lf3701bmq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761226,HST,lf3701bmq,221761241,,lf3701bmq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3701biq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761229,HST,lf3701biq,221761241,,lf3701biq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3701bkq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761233,HST,lf3701bkq,221761241,,lf3701bkq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lf3701020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,221761241,HST,lf3701020,221761241,,lf3701020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17273,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lf3701boq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761227,HST,lf3701boq,221761240,,lf3701boq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3701brq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761232,HST,lf3701brq,221761240,,lf3701brq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3701btq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761238,HST,lf3701btq,221761240,,lf3701btq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lf3701030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,221761240,HST,lf3701030,221761240,,lf3701030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17273,3.6.1,1944000,D
3,NGC 3783,PUBLIC,mast:HST/product/lf3702010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,221761223,HST,lf3702010,221761223,,lf3702010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17273,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lf3702c0q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,221761237,HST,lf3702c0q,221761223,,lf3702c0q_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lf3702020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,221761222,HST,lf3702020,221761222,,lf3702020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17273,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lf3702c3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761230,HST,lf3702c3q,221761222,,lf3702c3q_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3702c5q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761231,HST,lf3702c5q,221761222,,lf3702c5q_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3702c7q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761234,HST,lf3702c7q,221761222,,lf3702c7q_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
3,NGC 3783,PUBLIC,mast:HST/product/lf3702030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,221761221,HST,lf3702030,221761221,,lf3702030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17273,3.6.1,1944000,D
2,NGC 3783,PUBLIC,mast:HST/product/lf3702c9q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761228,HST,lf3702c9q,221761221,,lf3702c9q_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3702cbq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761236,HST,lf3702cbq,221761221,,lf3702cbq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,NGC 3783,PUBLIC,mast:HST/product/lf3702cdq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,221761239,HST,lf3702cdq,221761221,,lf3702cdq_x1d.fits,,X1D,SCIENCE,CALCOS,17273,3.6.1,3389760,S
2,Mrk 876,PUBLIC,mast:HST/product/lb4f05ydq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24136996,HST,lb4f05ydq,24841258,,lb4f05ydq_x1d.fits,,X1D,SCIENCE,CALCOS,11686,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4f05050_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841258,HST,lb4f05050,24841258,,lb4f05050_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11686,3.6.1,1944000,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4f05xfq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24136995,HST,lb4f05xfq,24841257,,lb4f05xfq_x1d.fits,,X1D,SCIENCE,CALCOS,11686,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4f05040_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841257,HST,lb4f05040,24841257,,lb4f05040_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11686,3.6.1,1944000,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4f05x6q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24136994,HST,lb4f05x6q,24841256,,lb4f05x6q_x1d.fits,,X1D,SCIENCE,CALCOS,11686,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4f05030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841256,HST,lb4f05030,24841256,,lb4f05030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11686,3.6.1,1944000,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4f05wtq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24136991,HST,lb4f05wtq,24841254,,lb4f05wtq_x1d.fits,,X1D,SCIENCE,CALCOS,11686,3.6.1,3389760,S
2,Mrk 876,PUBLIC,mast:HST/product/lb4f05wwq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24136992,HST,lb4f05wwq,24841254,,lb4f05wwq_x1d.fits,,X1D,SCIENCE,CALCOS,11686,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4f05010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841254,HST,lb4f05010,24841254,,lb4f05010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11686,3.6.1,1814400,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4q03r7q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137172,HST,lb4q03r7q,24841366,,lb4q03r7q_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4q03040_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841366,HST,lb4q03040,24841366,,lb4q03040_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4q03r5q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137171,HST,lb4q03r5q,24841365,,lb4q03r5q_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4q03030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841365,HST,lb4q03030,24841365,,lb4q03030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4f05wyq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24136993,HST,lb4f05wyq,24841255,,lb4f05wyq_x1d.fits,,X1D,SCIENCE,CALCOS,11686,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4f05020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841255,HST,lb4f05020,24841255,,lb4f05020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11686,3.6.1,1946880,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4q03r1q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137169,HST,lb4q03r1q,24841363,,lb4q03r1q_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4q03010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841363,HST,lb4q03010,24841363,,lb4q03010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1946880,D
2,Mrk 876,PUBLIC,mast:HST/product/lb4q03r3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137170,HST,lb4q03r3q,24841364,,lb4q03r3q_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 876,PUBLIC,mast:HST/product/lb4q03020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841364,HST,lb4q03020,24841364,,lb4q03020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02pqq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24137165,HST,lb4q02pqq,24841362,,lb4q02pqq_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02080_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841362,HST,lb4q02080,24841362,,lb4q02080_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02pgq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24137164,HST,lb4q02pgq,24841361,,lb4q02pgq_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02070_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841361,HST,lb4q02070,24841361,,lb4q02070_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02pbq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24137163,HST,lb4q02pbq,24841360,,lb4q02pbq_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02060_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841360,HST,lb4q02060,24841360,,lb4q02060_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02p8q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,24137162,HST,lb4q02p8q,24841359,,lb4q02p8q_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02050_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,24841359,HST,lb4q02050,24841359,,lb4q02050_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1946880,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02oxq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137160,HST,lb4q02oxq,24841357,,lb4q02oxq_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841357,HST,lb4q02030,24841357,,lb4q02030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02p2q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137161,HST,lb4q02p2q,24841358,,lb4q02p2q_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02040_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841358,HST,lb4q02040,24841358,,lb4q02040_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02ovq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137159,HST,lb4q02ovq,24841356,,lb4q02ovq_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841356,HST,lb4q02020,24841356,,lb4q02020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,Mrk 290,PUBLIC,mast:HST/product/lb4q02opq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24137158,HST,lb4q02opq,24841355,,lb4q02opq_x1d.fits,,X1D,SCIENCE,CALCOS,11524,3.6.1,3389760,S
3,Mrk 290,PUBLIC,mast:HST/product/lb4q02010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24841355,HST,lb4q02010,24841355,,lb4q02010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,11524,3.6.1,1944000,D
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01nsq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,26301783,HST,lehv01nsq,26301787,,lehv01nsq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01nqq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,26301785,HST,lehv01nqq,26301787,,lehv01nqq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
3,MR 2251-178,PUBLIC,mast:HST/product/lehv01020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,26301787,HST,lehv01020,26301787,,lehv01020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16465,3.6.1,1814400,D
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01nwq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,26301778,HST,lehv01nwq,26301788,,lehv01nwq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01nuq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,26301782,HST,lehv01nuq,26301788,,lehv01nuq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
3,MR 2251-178,PUBLIC,mast:HST/product/lehv01030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,26301788,HST,lehv01030,26301788,,lehv01030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16465,3.6.1,1814400,D
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01niq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,26301779,HST,lehv01niq,26301789,,lehv01niq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01noq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,26301781,HST,lehv01noq,26301789,,lehv01noq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01nmq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,26301784,HST,lehv01nmq,26301789,,lehv01nmq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
2,MR 2251-178,PUBLIC,mast:HST/product/lehv01nkq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,26301786,HST,lehv01nkq,26301789,,lehv01nkq_x1d.fits,,X1D,SCIENCE,CALCOS,16465,3.6.1,3389760,S
3,MR 2251-178,PUBLIC,mast:HST/product/lehv01010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,26301789,HST,lehv01010,26301789,,lehv01010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16465,3.6.1,1814400,D
2,MR 2251-178,PUBLIC,mast:HST/product/lbgb03doq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24140483,HST,lbgb03doq,24842680,,lbgb03doq_x1d.fits,,X1D,SCIENCE,CALCOS,12029,3.6.1,3389760,S
3,MR 2251-178,PUBLIC,mast:HST/product/lbgb03010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24842680,HST,lbgb03010,24842680,,lbgb03010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12029,3.6.1,1944000,D
2,MR 2251-178,PUBLIC,mast:HST/product/lbgb03dqq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,24140484,HST,lbgb03dqq,24842681,,lbgb03dqq_x1d.fits,,X1D,SCIENCE,CALCOS,12029,3.6.1,3389760,S
3,MR 2251-178,PUBLIC,mast:HST/product/lbgb03020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,24842681,HST,lbgb03020,24842681,,lbgb03020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,12029,3.6.1,1944000,D
