object_name,spec_name,redshift,CIV_blueshift,CIV_EW,f2500,components_used,manual_masking_applied,forced_components
LEDA 50824_COS,LEDA 50824_COS,0.089,-493.63657485092835,58.5855263639278,0.7742250052282708,,False,False
LEDA 50824_FOS,LEDA 50824_FOS,0.089,-909.0727211709907,46.90550971882859,0.7050083659454345,,False,False
LEDA 51016_COS,LEDA 51016_COS,0.1138140055114756,542.4464981800312,79.61683867587571,0.44591603103744387,,False,False
LEDA 51016_FOS,LEDA 51016_FOS,0.1138140055114756,680.3185584841262,34.801684099548474,0.6833227809804182,,False,False
LEDA 51016_STIS,LEDA 51016_STIS,0.1138140055114756,266.5087642305957,101.64791350204439,0.883724315678472,,False,False
LEDA 52314_COS,LEDA 52314_COS,0.126,-770.5230141725146,82.03926521271036,0.4260399478989669,,False,False
LEDA 52314_STIS,LEDA 52314_STIS,0.126,-562.8339830136417,36.72927463862779,0.8069868985790545,,False,False
LEDA 54782_STIS,LEDA 54782_STIS,0.135780889147247,335.5125590520637,57.1163641300306,1.0914735287317547,,False,False
LEDA 82580_COS,LEDA 82580_COS,0.154,3287.883677104586,13.462434930079457,17.041838056432926,,False,False
LEDA 88588_STIS,LEDA 88588_STIS,0.0408,2740.8098200686536,9.206170339871745,0.6748355844498511,,False,False
LEDA 88835_STIS,LEDA 88835_STIS,0.0667,2603.886465136709,7.868790419574519,0.685520520275379,,False,False
LEDA 994116_COS,LEDA 994116_COS,0.192841161378267,-286.1411570333448,169.57577819750753,0.6382373180347853,,False,False
MC0042+101_FOS,MC0042+101_FOS,0.5857,-217.00183287294783,349.05596200294747,0.47376589966049354,,False,False
MC1104+167_FOS,MC1104+167_FOS,0.6303065240905434,-217.00183287294783,54.23553182184551,0.49867042524183863,,False,False
